"SortID","SpeciesID","Taxon","Phylum","Subphylum","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Subgenus","species","Describer","flag","B-Code","IBI Sensitive Taxa"
,9719.00,"Abietinaria pacifica","Cnidaria","Medusozoa","Hydrozoa",,,,"Leptothecata",,,,"Sertulariidae",,,"Abietinaria",,"pacifica",,0,,0
,10211.00,"Acoela","Xenacoelomorpha","Aceolomorpha","Acoela",,,,,,,,,,,,,,,0,,0
,9648.00,"Aetea sp","Bryozoa",,"Gymnolaemata",,,,"Cheilostomata","Anasca",,,"Aeteidae",,,"Aeteidae",,,,0,,0
,9649.00,"Alcyonidium mamillatum","Bryozoa",,"Gymnolaemata",,,,"Ctenostomatida","Carnosa",,,"Alcyonidiidae",,,"Alcyonidium",,"mamillatum",,0,,0
,9870.00,"Amphioplus sp OC1","Echinodermata",,"Ophiuroidea",,,,"Ophiurida","Gnathophiurina",,,"Amphiuridae",,,"Amphioplus",,"sp OC1",,0,,0
,9329.00,"Amphisamytha sp","Annelida",,"Polychaeta","Sedentaria","Canalipalpata",,"Terebellida","Terebellimorpha",,,"Ampharetidae","Ampharetinae",,"Amphisamytha",,,,0,,0
,9330.00,"Aricidea (Acmira) sp A","Annelida",,"Polychaeta","Sedentaria",,,"Orbiniida",,,,"Paraonidae",,,"Aricidea",,"sp A",,0,,0
,10091.00,"Baseodiscus mexicanus","Nemertea",,"Anopla","Heteronemertea",,,"Heteronemertea",,,,"Valenciniidae",,,"Baseodiscus",,"mexicanus",,0,,0
5150.00,18.00,"Mycale psila","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Mycalina","","","Mycalidae","","","Mycale","","psila","(de Laubenfels 1930)",0,,0
5200.00,2717.00,"Halichondrida","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","","","","","","","",0,,0
5300.00,3154.00,"Axinellidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Axinellidae","","","","","","",0,,0
5400.00,19.00,"Axinella sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Axinellidae","","","Axinella","","","",0,,0
5420.00,7939.00,"Desmoxyidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Desmoxyidae","","","","","","",0,,0
5435.00,7941.00,"Higginsia sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Desmoxyidae","","","Higginsia","","","",0,,0
5440.00,7942.00,"Halichondriidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Halichondriidae","","","","","","",0,,0
5445.00,7943.00,"Halichondria sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Halichondriidae","","","Halichondria","","","",0,,0
5450.00,7944.00,"Halichondria bowerbanki","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Halichondriidae","","","Halichondria","","bowerbanki","Burton 1930",0,,0
5455.00,7945.00,"Halichondria panicea","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Halichondriidae","","","Halichondria","","panicea","(Pallas 1766)",0,,0
5465.00,7946.00,"Hymeniacidon sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Halichondriidae","","","Hymeniacidon","","","",0,,0
5470.00,7947.00,"Hymeniacidon sinapium","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Halichondriidae","","","Hymeniacidon","","sinapium","de Laubenfels 1930",0,,0
5475.00,7948.00,"Hymeniacidon ungodon","SILICEA","","Demospongiae","Ceractinomorpha","","","Halichondrida","","","","Halichondriidae","","","Hymeniacidon","","ungodon","de Laubenfels 1932",0,,0
5550.00,2718.00,"Haplosclerida","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","","","","","","","","","","",0,,0
5600.00,2835.00,"Haplosclerina","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","","","","","","","",0,,0
5700.00,3206.00,"Chalinidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","","","","",0,,0
5720.00,7949.00,"Chalinula sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","Chalinula","","","",0,,0
5725.00,7950.00,"Chalinula ecbasis","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","Chalinula","","ecbasis","(de Laubenfels 1930)",0,,0
5800.00,4868.00,"Haliclona sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","Haliclona","","","",0,,0
5820.00,7951.00,"Haliclona (Haliclona) gellindra","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","Haliclona","(Haliclona)","gellindra","(de Laubenfels 1932)",0,,0
5850.00,20.00,"Haliclona (Rhizoniera) enamela","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","Chalinidae","","","Haliclona","(Rhizoniera)","enamela","de Laubenfels 1930",0,,0
5900.00,7952.00,"Niphatidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","Niphatidae","","","","","","",0,,0
5920.00,7953.00,"Niphates sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","Niphatidae","","","Niphates","","","",0,,0
5925.00,7954.00,"Niphates lunisimilis","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Haplosclerina","","","Niphatidae","","","Niphates","","lunisimilis","(de Laubenfels 1930)",0,,0
5950.00,7955.00,"Petrosina","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Petrosina","","","","","","","","","",0,,0
5955.00,7956.00,"Petrosiidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Petrosina","","","Petrosiidae","","","","","","",0,,0
5965.00,7957.00,"Neopetrosia sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Petrosina","","","Petrosiidae","","","Neopetrosia","","","",0,,0
5970.00,7958.00,"Neopetrosia zumi","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Petrosina","","","Petrosiidae","","","Neopetrosia","","zumi","(Ristau 1978)",0,,0
5975.00,7959.00,"Xestospongia sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Petrosina","","","Petrosiidae","","","Xestospongia","","","",0,,0
5980.00,7960.00,"Xestospongia dubia","SILICEA","","Demospongiae","Ceractinomorpha","","","Haplosclerida","Petrosina","","","Petrosiidae","","","Xestospongia","","dubia","(Ristau 1978)",0,,0
100.00,2570.00,"SILICEA","SILICEA","","","","","","","","","","","","","","","","",0,,0
200.00,2600.00,"Hexactinellida","SILICEA","","Hexactinellida","","","","","","","","","","","","","","",0,,0
300.00,2635.00,"Hexasterophora","SILICEA","","Hexactinellida","Hexasterophora","","","","","","","","","","","","","",0,,0
400.00,2721.00,"Hexactinosa","SILICEA","","Hexactinellida","Hexasterophora","","","Hexactinosa","","","","","","","","","","",0,,0
500.00,2872.00,"Scopularia","SILICEA","","Hexactinellida","Hexasterophora","","","Hexactinosa","Scopularia","","","","","","","","","",0,,0
600.00,3130.00,"Aphrocallistidae","SILICEA","","Hexactinellida","Hexasterophora","","","Hexactinosa","Scopularia","","","Aphrocallistidae","","","","","","",0,,0
700.00,4065.00,"Aphrocallistes sp","SILICEA","","Hexactinellida","Hexasterophora","","","Hexactinosa","Scopularia","","","Aphrocallistidae","","","Aphrocallistes","","","",0,,0
750.00,1.00,"Aphrocallistes vastus","SILICEA","","Hexactinellida","Hexasterophora","","","Hexactinosa","Scopularia","","","Aphrocallistidae","","","Aphrocallistes","","vastus","Schulze 1886",0,,0
800.00,2731.00,"Lyssacinosa","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","","","","","","","",0,,0
900.00,3587.00,"Rossellidae","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","Rossellidae","","","","","","",0,,0
910.00,7901.00,"Rossellinae","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","Rossellidae","Rossellinae","","","","","",0,,0
950.00,7902.00,"Aphorme sp","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","Rossellidae","Rossellinae","","Aphorme","","","",0,,0
955.00,7903.00,"Aphorme horrida","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","Rossellidae","Rossellinae","","Aphorme","","horrida","Schulze 1899",0,,0
990.00,7904.00,"Acanthascinae","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","Rossellidae","Acanthascinae","","","","","",0,,0
1000.00,5963.00,"Rhabdocalyptus sp","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","Rossellidae","Acanthascinae","","Rhabdocalyptus","","","",0,,0
1050.00,2.00,"Rhabdocalyptus dawsoni","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","Rossellidae","Acanthascinae","","Rhabdocalyptus","","dawsoni","(Lambe 1892)",0,,0
1100.00,6143.00,"Staurocalyptus sp","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","Rossellidae","Acanthascinae","","Staurocalyptus","","","",0,,0
1150.00,7905.00,"Staurocalyptus dowlingi","SILICEA","","Hexactinellida","Hexasterophora","","","Lyssacinosa","","","","Rossellidae","Acanthascinae","","Staurocalyptus","","dowlingi","(Lambe 1894)",0,,0
1200.00,2593.00,"Demospongiae","SILICEA","","Demospongiae","","","","","","","","","","","","","","",0,,0
1300.00,2646.00,"Tetractinomorpha","SILICEA","","Demospongiae","Tetractinomorpha","","","","","","","","","","","","","",0,,0
1400.00,2782.00,"Spirophorida","SILICEA","","Demospongiae","Tetractinomorpha","","","Spirophorida","","","","","","","","","","",0,,0
1500.00,3650.00,"Tetillidae","SILICEA","","Demospongiae","Tetractinomorpha","","","Spirophorida","","","","Tetillidae","","","","","","",0,,0
1600.00,4466.00,"Craniella sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Spirophorida","","","","Tetillidae","","","Craniella","","","",0,,0
1650.00,4.00,"Craniella arb","SILICEA","","Demospongiae","Tetractinomorpha","","","Spirophorida","","","","Tetillidae","","","Craniella","","arb","(de Laubenfels 1930)",0,,0
1700.00,2682.00,"Astrophorida","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","","","","","","","",0,,0
1800.00,3121.00,"Anchorinidae","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Anchorinidae","","","","","","",0,,0
1850.00,7906.00,"Penares sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Anchorinidae","","","Penares","","","",0,,0
1852.00,8967.00,"Penares cortius","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Anchorinidae","","","Penares","","cortius","de Laubenfels 1930",0,,0
1855.00,7907.00,"Penares saccharis","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Anchorinidae","","","Penares","","saccharis","(de Laubenfels 1930)",0,,0
1900.00,6145.00,"Stelletta sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Anchorinidae","","","Stelletta","","","",0,,0
1950.00,5.00,"Stelletta clarella","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Anchorinidae","","","Stelletta","","clarella","de Laubenfels 1930",0,,0
2000.00,3320.00,"Geodiidae","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Geodiidae","","","","","","",0,,0
2030.00,7908.00,"Geodinae","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Geodiidae","Geodinae","","","","","",0,,0
2100.00,4820.00,"Geodia sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Geodiidae","Geodinae","","Geodia","","","",0,,0
2120.00,7909.00,"Geodia gibberosa","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Geodiidae","Geodinae","","Geodia","","gibberosa","Lamarck 1815",0,,0
2150.00,6.00,"Geodia mesotriena","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Geodiidae","Geodinae","","Geodia","","mesotriena","von Ledenfeld 1910",0,,0
2200.00,3482.00,"Pachastrellidae","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Pachastrellidae","","","","","","",0,,0
2300.00,5838.00,"Poecillastra sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Pachastrellidae","","","Poecillastra","","","",0,,0
2350.00,7.00,"Poecillastra tenuilaminaris","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Pachastrellidae","","","Poecillastra","","tenuilaminaris","(Sollas 1886)",0,,0
2400.00,6119.00,"Sphincturella sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Astrophorida","","","","Pachastrellidae","","","Sphincturella","","","",0,,0
2450.00,8.00,"Vulcanella sp A","SILICEA",,"Demospongiae","Heteroscleromorpha",,,"Tetractinellida","Astrophorina",,,"Vulcanellidae",,,"Vulcanella",,"sp A","(Green & Bakus 1994)",0,,0
2500.00,2716.00,"Hadromerida","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","","","","","","","",0,,0
2520.00,7910.00,"Clionaidae","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Clionaidae","","","","","","",0,,0
2530.00,7911.00,"Cliona sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Clionaidae","","","Cliona","","","",0,,0
2535.00,7912.00,"Cliona californiana","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Clionaidae","","","Cliona","","californiana","(de Laubenfels 1932)",0,,0
2600.00,3625.00,"Spirastrellidae","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Spirastrellidae","","","","","","",0,,0
2700.00,6116.00,"Spheciospongia sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Spirastrellidae","","","Spheciospongia","","","",0,,0
2750.00,9.00,"Spheciospongia confoederata","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Spirastrellidae","","","Spheciospongia","","confoederata","de Laubenfels 1930",0,,0
2800.00,3635.00,"Suberitidae","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Suberitidae","","","","","","",0,,0
2900.00,6193.00,"Suberites sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Suberitidae","","","Suberites","","","",0,,0
2950.00,7913.00,"Suberites latus","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Suberitidae","","","Suberites","","latus","Lambe 1892",0,,0
3000.00,3648.00,"Tethyidae","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Tethyidae","","","","","","",0,,0
3100.00,6256.00,"Tethya sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Tethyidae","","","Tethya","","","",0,,0
3150.00,11.00,"Tethya californiana","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Tethyidae","","","Tethya","","californiana","de Laubenfels 1932",0,,0
3170.00,7914.00,"Timeidae","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Timeidae","","","","","","",0,,0
3180.00,7915.00,"Timea sp","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Timeidae","","","Timea","","","",0,,0
3185.00,7916.00,"Timea authia","SILICEA","","Demospongiae","Tetractinomorpha","","","Hadromerida","","","","Timeidae","","","Timea","","authia","de Laubenfels 1930",0,,0
3200.00,2628.00,"Ceractinomorpha","SILICEA","","Demospongiae","Ceractinomorpha","","","","","","","","","","","","","",0,,0
3300.00,2760.00,"Poecilosclerida","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","","","","","","","","","","",0,,0
3400.00,2846.00,"Microcionina","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","","","","","","","",0,,0
3420.00,7917.00,"Acarnidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Acarnidae","","","","","","",0,,0
3440.00,7918.00,"Acarnus sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Acarnidae","","","Acarnus","","","",0,,0
3450.00,7919.00,"Acarnus erithracus","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Acarnidae","","","Acarnus","","erithracus","de Laubenfels 1927",0,,0
3455.00,7920.00,"Iophon sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Acarnidae","","","Iophon","","","",0,,0
3460.00,7921.00,"Iophon rayae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Acarnidae","","","Iophon","","rayae","(Bakus 1966)",0,,0
3500.00,3425.00,"Microcionidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","","","","","","",0,,0
3600.00,3787.00,"Microcioninae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Microcioninae","","","","","",0,,0
3700.00,4422.00,"Clathria sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Microcioninae","","Clathria","","","",0,,0
3720.00,7922.00,"Clathria (Clathria) asodes","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Microcioninae","","Clathria","(Clathria)","asodes","(de Laubenfels 1930)",0,,0
3740.00,7923.00,"Clathria (Microciona) microjoanna","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Microcioninae","","Clathria","(Microciona)","microjoanna","(de Laubenfels 1930)",0,,0
3750.00,12.00,"Clathria (Microciona) parthena","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Microcioninae","","Clathria","(Microciona)","parthena","(de Laubenfels 1930)",0,,0
3755.00,7924.00,"Clathria (Microciona) pennata","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Microcioninae","","Clathria","(Microciona)","pennata","(Lambe 1895)",0,,0
3760.00,7925.00,"Clathria (Microciona) spongigartina","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Microcioninae","","Clathria","(Microciona)","spongigartina","(de Laubenfels 1930)",0,,0
3775.00,7926.00,"Clathria (Thalysias) originalis","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Microcioninae","","Clathria","(Thalysias)","originalis","(de Laubenfels 1930)",0,,0
3800.00,3804.00,"Ophlitaspongiinae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","","","","",0,,0
3900.00,4039.00,"Antho sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","Antho","","","",0,,0
3920.00,7927.00,"Antho (Acarnia) illgi","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","Antho","(Acarnia)","illgi","(Bakus 1966)",0,,0
3950.00,13.00,"Antho (Acarnia) karykina","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Microcionidae","Ophlitaspongiinae","","Antho","(Acarnia)","karykina","(de Laubenfels 1927)",0,,0
4000.00,3579.00,"Raspailiidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Raspailiidae","","","","","","",0,,0
4100.00,3826.00,"Raspailiinae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Raspailiidae","Raspailiinae","","","","","",0,,0
4200.00,4651.00,"Endectyon sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Raspailiidae","Raspailiinae","","Endectyon","","","",0,,0
4250.00,14.00,"Raspailia (Raspaxilla) hyle","SILICEA",,"Demospongiae","Heteroscleromorpha",,,"Axinellida",,,,"Raspailiidae","Raspailiinae",,"Raspailia","(Raspaxilla)","hyle","de Laubenfels 1930",0,,0
4300.00,3734.00,"Cyamoninae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Raspailiidae","Cyamoninae","","","","","",0,,0
4400.00,4506.00,"Cyamon sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Raspailiidae","Cyamoninae","","Cyamon","","","",0,,0
4450.00,15.00,"Cyamon neon","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Raspailiidae","Cyamoninae","","Cyamon","","neon","de Laubenfels 1930",0,,0
4460.00,8968.00,"Trikentrion sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Raspailiidae","Cyamoninae","","Trikentrion","","","",0,,0
4465.00,8969.00,"Trikentrion catalina","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Microcionina","","","Raspailiidae","Cyamoninae","","Trikentrion","","catalina","(Sim & Bakus 1986)",0,,0
4600.00,2852.00,"Myxillina","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","","","","","","","",0,,0
4620.00,7928.00,"Hymedesmiidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Hymedesmiidae","","","","","","",0,,0
4630.00,7929.00,"Acanthancora sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Hymedesmiidae","","","Acanthancora","","","",0,,0
4635.00,7930.00,"Acanthancora cyanocrypta","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Hymedesmiidae","","","Acanthancora","","cyanocrypta","(de Laubenfels 1930)",0,,0
4650.00,7931.00,"Coelosphaeridae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Coelosphaeridae","","","","","","",0,,0
4665.00,7933.00,"Forcepia sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Coelosphaeridae","","","Forcepia","","","",0,,0
4685.00,9150.00,"Lissodendoryx sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Coelosphaeridae","","","Lissodendoryx","","","",0,,0
4690.00,9151.00,"Lissodendoryx firma","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Coelosphaeridae","","","Lissodendoryx","","firma","(Lambe 1895)",0,,0
4700.00,3441.00,"Myxillidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Myxillidae","","","","","","",0,,0
4800.00,5364.00,"Myxilla sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Myxillidae","","","Myxilla","","","",0,,0
4850.00,17.00,"Myxilla incrustans","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Myxillidae","","","Myxilla","","incrustans","(Johnston 1842)",0,,0
4860.00,7934.00,"Plocamiancora sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Myxillidae","","","Plocamiancora","","","",0,,0
4865.00,7935.00,"Plocamiancora igzo","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Myxillidae","","","Plocamiancora","","igzo","(de Laubenfels 1930)",0,,0
4880.00,7936.00,"Tedaniidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Tedaniidae","","","","","","",0,,0
4890.00,7937.00,"Tedania sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Myxillina","","","Tedaniidae","","","Tedania","","","",0,,0
4895.00,7938.00,"Tedania (Tedaniopsis) gurjanovae","SILICEA",,"Demospongiae","Heteroscleromorpha",,,"Poecilosclerida",,,,"Tedaniidae",,,"Tedania","(Tedaniopsis)","gurjanovae","Koltun 1958",0,,0
4900.00,2848.00,"Mycalina","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Mycalina","","","","","","","","","",0,,0
5000.00,3436.00,"Mycalidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Mycalina","","","Mycalidae","","","","","","",0,,0
5100.00,5343.00,"Mycale sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Poecilosclerida","Mycalina","","","Mycalidae","","","Mycale","","","",0,,0
5985.00,7961.00,"Haliclona (Flagellia) edaphus","SILICEA",,"Demospongiae","Heteroscleromorpha",,,"Haplosclerida",,,,"Chalinidae",,,"Haliclona","(Flagellia)","edaphus","(de Laubenfels 1930)",0,,0
6000.00,2705.00,"Dictyoceratida","SILICEA","","Demospongiae","Ceractinomorpha","","","Dictyoceratida","","","","","","","","","","",0,,0
6020.00,7962.00,"Spongiidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Dictyoceratida","","","","Spongiidae","","","","","","",0,,0
6030.00,7963.00,"Spongia sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Dictyoceratida","","","","Spongiidae","","","Spongia","","","",0,,0
6035.00,7964.00,"Leiosella idia","SILICEA",,"Demospongiae","Keratosa",,,"Dictyoceratida",,,,"Spongiidae",,,"Leiosella",,"idia","(de Laubenfels 1932)",0,,0
6050.00,3271.00,"Dysideidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Dictyoceratida","","","","Dysideidae","","","","","","",0,,0
6075.00,7966.00,"Aplysinopsis sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Dictyoceratida","","","","Dysideidae","","","Aplysinopsis","","","",0,,0
6100.00,4629.00,"Dysidea sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Dictyoceratida","","","","Dysideidae","","","Dysidea","","","",0,,0
6150.00,21.00,"Dysidea amblia","SILICEA","","Demospongiae","Ceractinomorpha","","","Dictyoceratida","","","","Dysideidae","","","Dysidea","","amblia","(de Laubenfels 1930)",0,,0
6155.00,7967.00,"?Dysidea fragilis","SILICEA","","Demospongiae","Ceractinomorpha","","","Dictyoceratida","","","","Dysideidae","","","?Dysidea","","fragilis","(Montagu 1818)",0,,0
6200.00,7968.00,"Verongida","SILICEA","","Demospongiae","Ceractinomorpha","","","Verongida","","","","","","","","","","",0,,0
6220.00,7969.00,"Aplysinidae","SILICEA","","Demospongiae","Ceractinomorpha","","","Verongida","","","","Aplysinidae","","","","","","",0,,0
6230.00,7970.00,"Ailochroia sp","SILICEA","","Demospongiae","Ceractinomorpha","","","Verongida","","","","Aplysinidae","","","Ailochroia","","","",0,,0
6235.00,7971.00,"Ailochroia thiona","SILICEA","","Demospongiae","Ceractinomorpha","","","Verongida","","","","Aplysinidae","","","Ailochroia","","thiona","(de Laubenfels 1930)",0,,0
6400.00,2557.00,"CALCAREA","CALCAREA","","","","","","","","","","","","","","","","",0,,0
6420.00,2589.00,"Calcerea","CALCAREA","","Calcerea","","","","","","","","","","","","","","",0,,0
6450.00,2627.00,"Calcinea","CALCAREA","","Calcerea","Calcinea","","","","","","","","","","","","","",0,,0
