"SortID","SpeciesID","Taxon","Phylum","Subphylum","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Subgenus","species","Describer","flag","B-Code","IBI Sensitive Taxa"
78220.00,8173.00,"Nucella ostrina","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Nucella","","ostrina","(Gould 1852)",0,,0
78320.00,5467.00,"Ocinebrina sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Ocinebrina","","","",0,,0
78330.00,451.00,"Ocinebrina barbarensis","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Ocinebrina","","barbarensis","(Gabb 1865)",0,,0
78340.00,452.00,"Ocinebrina beta","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Ocinebrina","","beta","(Dall 1919)",0,,0
78345.00,8174.00,"Ocinebrina circumtexta","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Ocinebrina","","circumtexta","Stearns 1871",0,,0
78350.00,453.00,"Ocinebrina foveolata","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Ocinebrina","","foveolata","(Hinds 1844)",0,,0
78355.00,8175.00,"Ocinebrina interfossa","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Ocinebrina","","interfossa","Carpenter 1864",0,,0
78500.00,5933.00,"Pteropurpura sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Pteropurpura","","","",0,,0
78550.00,454.00,"Pteropurpura festiva","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Pteropurpura","","festiva","(Hinds 1844)",0,,0
78600.00,455.00,"Pteropurpura macroptera","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Pteropurpura","","macroptera","(Deshayes 1839)",0,,0
78650.00,456.00,"Pteropurpura trialata","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Pteropurpura","","trialata","(G. B. Sowerby II 1834)",0,,0
78700.00,457.00,"Pteropurpura vokesae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Pteropurpura","","vokesae","Emerson 1964",0,,0
78720.00,8176.00,"Roperia sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Roperia","","","",0,,0
78725.00,8177.00,"Roperia poulsoni","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Roperia","","poulsoni","(Carpenter 1864)",0,,0
78800.00,6406.00,"Rapaninae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Rapaninae","","","","","",0,,0
78850.00,6407.00,"Stramonita sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Rapaninae","","Stramonita","","","",0,,0
78875.00,6408.00,"Stramonita biserialis","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Rapaninae","","Stramonita","","biserialis","(de Blainville 1832)",0,,0
78900.00,3853.00,"Trophoninae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Trophoninae","","","","","",0,,0
79000.00,4211.00,"Boreotrophon sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Trophoninae","","Boreotrophon","","","",0,,0
79020.00,6419.00,"Boreotrophon avalonensis","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Trophoninae","","Boreotrophon","","avalonensis","Dall 1902",0,,0
79025.00,458.00,"Boreotrophon bentleyi","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Trophoninae","","Boreotrophon","","bentleyi","Dall 1908",0,,0
79050.00,459.00,"Boreotrophon eucymatus","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Trophoninae","","Boreotrophon","","eucymatus","Dall 1902",0,,0
79070.00,8178.00,"Boreotrophon multicostatus","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Trophoninae","","Boreotrophon","","multicostatus","(Eschscholtz 1829)",0,,0
79200.00,6029.00,"Scabrotrophon sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Trophoninae","","Scabrotrophon","","","",0,,0
79250.00,460.00,"Scabrotrophon grovesi","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Trophoninae","","Scabrotrophon","","grovesi","McLean 1996",0,,0
79300.00,461.00,"Scabrotrophon maltzani","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Muricidae","Trophoninae","","Scabrotrophon","","maltzani","(Kobelt & Küster 1878)",0,,0
79350.00,8179.00,"Marginellidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Marginellidae","","","","","","",0,,0
79360.00,8180.00,"Marginellinae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Marginellidae","Marginellinae","","","","","",0,,0
79365.00,8181.00,"Volvarina sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Marginellidae","Marginellinae","","Volvarina","","","",0,,0
79370.00,8182.00,"Volvarina taeniolata","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Marginellidae","Marginellinae","","Volvarina","","taeniolata","Mörch 1860",0,,0
79400.00,3248.00,"Cysticidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","","","","","","",0,,0
79500.00,3752.00,"Granulininae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","Granulininae","","","","","",0,,0
79575.00,8183.00,"Gibberula sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","Granulininae","","Gibberula","","","",0,,0
79580.00,8184.00,"Gibberula subtrigona","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","Granulininae","","Gibberula","","subtrigona","(Carpenter 1864)",0,,0
79600.00,4858.00,"Granulina sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","Granulininae","","Granulina","","","",0,,0
79650.00,462.00,"Granulina margaritula","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","Granulininae","","Granulina","","margaritula","(Carpenter 1857)",0,63.54,0
79700.00,3813.00,"Plesiocysticinae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","Plesiocysticinae","","","","","",0,,0
79800.00,5816.00,"Plesiocystiscus sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","Plesiocysticinae","","Plesiocystiscus","","","",0,,0
79850.00,463.00,"Plesiocystiscus myrmecoon","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","Plesiocysticinae","","Plesiocystiscus","","myrmecoon","(Dall 1919)",0,,0
79900.00,464.00,"Plesiocystiscus politulus","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Cysticidae","Plesiocysticinae","","Plesiocystiscus","","politulus","(Dall 1919)",0,,0
80000.00,3429.00,"Mitridae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Mitridae","","","","","","",0,,0
80100.00,5294.00,"Mitra sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Mitridae","","","Mitra","","","",0,,0
80150.00,465.00,"Mitra idae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Mitridae","","","Mitra","","idae","Melvill 1893",0,,0
80200.00,3672.00,"Turbinellidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Turbinellidae","","","","","","",0,,0
80350.00,466.00,"Metzgeria sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Muricoidea","Turbinellidae","","","Metzgeria","","","",0,,0
80400.00,2992.00,"Olivoidea","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Olivoidea","","","","","","","",0,,0
80500.00,3460.00,"Olivellidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Olivoidea","Olivellidae","","","","","","",0,,0
80600.00,4256.00,"Callianax sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Olivoidea","Olivellidae","","","Callianax","","","",0,,0
80625.00,467.00,"Callianax baetica","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Olivoidea","Olivellidae","","","Callianax","","baetica","(Carpenter 1857)",0,13.42,1
80650.00,468.00,"Callianax biplicata","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Olivoidea","Olivellidae","","","Callianax","","biplicata","(G. B. Sowerby I 1825)",0,,0
80675.00,469.00,"Callianax pycna","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Olivoidea","Olivellidae","","","Callianax","","pycna","(Berry 1935)",0,,0
80700.00,8185.00,"Pseudolivoidea","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Pseudolivoidea","","","","","","","",0,,0
80725.00,8186.00,"Pseudolividae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Pseudolivoidea","Pseudolividae","","","","","","",0,,0
80730.00,8187.00,"Macron sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Pseudolivoidea","Pseudolividae","","","Macron","","","",0,,0
80735.00,8188.00,"Macron lividus","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Pseudolivoidea","Pseudolividae","","","Macron","","lividus","(A. Adams 1855)",0,,0
80900.00,2926.00,"Conoidea","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","","","","","","","",0,,0
81000.00,3223.00,"Conidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Conidae","","","","","","",0,,0
81200.00,4445.00,"Conus sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Conidae","","","Conus","","","",0,,0
81250.00,470.00,"Californiconus californicus","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Conoidea","Conidae",,,"Californiconus",,"californicus","(Hinds 1844)",0,,0
81300.00,3721.00,"Borsoniidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Borsoniidae","","","","","","",0,,0
81400.00,5524.00,"Ophiodermella sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Borsoniidae","","","Ophiodermella","","","",0,,0
81450.00,471.00,"Ophiodermella cancellata","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Borsoniidae","","","Ophiodermella","","cancellata","(Carpenter 1864)",0,,0
81500.00,472.00,"Ophiodermella fancherae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Borsoniidae","","","Ophiodermella","","fancherae","(Dall 1903)",0,,0
81550.00,473.00,"Ophiodermella inermis","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Borsoniidae","","","Ophiodermella","","inermis","(Reeve 1843)",0,,0
81600.00,8189.00,"Suavodrillia sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Borsoniidae","","","Suavodrillia","","","",0,,0
81610.00,8190.00,"Suavodrillia kennicotti","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Borsoniidae","","","Suavodrillia","","kennicotti","(Dall 1871)",0,,0
81700.00,3781.00,"Clathurellidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Clathurellidae","","","","","","",0,,0
81800.00,4478.00,"Crockerella sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Clathurellidae","","","Crockerella","","","",0,,0
81825.00,474.00,"Crockerella eriphyle","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Clathurellidae","","","Crockerella","","eriphyle","(Dall 1919)",0,,0
81850.00,475.00,"Crockerella evadne","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Clathurellidae","","","Crockerella","","evadne","(Dall 1919)",0,,0
81875.00,476.00,"Crockerella lowei","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Clathurellidae","","","Crockerella","","lowei","(Dall 1903)",0,,0
81900.00,8763.00,"Mitromorphidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mitromorphidae","","","","","","",0,,0
81910.00,8764.00,"Mitromorpha sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mitromorphidae","","","Mitromorpha","","","",0,,0
81920.00,87654.00,"Mitromorpha gracilior","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mitromorphidae","","","Mitromorpha","","gracilior","Tryon 1884",0,,0
81990.00,3803.00,"Mangeliidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","","","","",0,,0
82100.00,5024.00,"Kurtzia sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Kurtzia","","","",0,,0
82150.00,477.00,"Kurtzia arteaga","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Kurtzia","","arteaga","(Dall & Bartsch 1910)",0,,0
82200.00,5025.00,"Kurtziella sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Kurtziella","","","",0,,0
82250.00,478.00,"Kurtziella plumbea","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Kurtziella","","plumbea","(Hinds 1843)",0,-16.60,0
82300.00,5026.00,"Kurtzina sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Kurtzina","","","",0,,0
82350.00,479.00,"Kurtzina beta","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Kurtzina","","beta","(Dall 1919)",0,,0
82400.00,5220.00,"Mangelia sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Mangelia","","","",0,,0
82410.00,480.00,"Mangelia hexagona","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Mangelia","","hexagona","Gabb 1865",0,,0
82600.00,5492.00,"Oenopota sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Oenopota","","","",0,,0
82650.00,481.00,"Oenopota regulus","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Oenopota","","regulus","(Dall 1919)",0,,0
82700.00,5895.00,"Propebela sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Propebela","","","",0,,0
82750.00,482.00,"Propebela turricula","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Mangeliidae","","","Propebela","","turricula","(Montagu 1803)",0,,0
82800.00,3825.00,"Raphitomidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Raphitomidae","","","","","","",0,,0
82900.00,4529.00,"Daphnella sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Raphitomidae","","","Daphnella","","","",0,,0
82950.00,483.00,"Daphnella clathrata","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Raphitomidae","","","Daphnella","","clathrata","Gabb 1865",0,,0
83200.00,3268.00,"Drillidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Drillidae","","","","","","",0,,0
83300.00,4638.00,"Elaeocyma sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Drillidae","","","Elaeocyma","","","",0,,0
83350.00,485.00,"Elaeocyma empyrosia","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Drillidae","","","Elaeocyma","","empyrosia","(Dall 1899)",0,,0
83400.00,5027.00,"Kylix sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Drillidae","","","Kylix","","","",0,,0
83450.00,486.00,"Kylix halocydne","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Drillidae","","","Kylix","","halocydne","(Dall 1919)",0,,0
83500.00,3569.00,"Pseudomelatomidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","","","","",0,,0
83510.00,4043.00,"Antiplanes sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Antiplanes","","","",0,,0
83515.00,492.00,"Antiplanes catalinae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Antiplanes","","catalinae","(Raymond 1904)",0,,0
83520.00,493.00,"Antiplanes thalea","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Antiplanes","","thalea","(Dall 1902)",0,,0
83530.00,4469.00,"Crassispira sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Crassispira","","","",0,,0
83535.00,494.00,"Crassispira semiinflata","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Crassispira","","semiinflata","(Grant & Gale 1931)",0,,0
83540.00,5245.00,"Megasurcula sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Megasurcula","","","",0,,0
83545.00,490.00,"Megasurcula carpenteriana","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Megasurcula","","carpenteriana","(Gabb 1865)",0,,0
83550.00,491.00,"Megasurcula stearnsiana","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Megasurcula","","stearnsiana","(Raymond 1904)",0,,0
83600.00,5916.00,"Pseudomelatoma sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Pseudomelatoma","","","",0,,0
83650.00,487.00,"Pseudomelatoma penicillata","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Pseudomelatoma","","penicillata","(Carpenter 1865)",0,,0
83675.00,7791.00,"Pseudotaranis sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Pseudotaranis","","","",0,,0
83680.00,7792.00,"Pseudotaranis strongi","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Pseudotaranis","","strongi","(Arnold 1903)",0,,0
83690.00,8191.00,"Rhodopetoma sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Rhodopetoma","","","",0,,0
83695.00,8192.00,"Rhodopetoma renaudi","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Pseudomelatomidae","","","Rhodopetoma","","renaudi","(Arnold 1903)",0,,0
83700.00,3646.00,"Terebridae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Terebridae","","","","","","",0,,0
83800.00,3847.00,"Terebrinae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Terebridae","Terebrinae","","","","","",0,,0
83900.00,6250.00,"Terebra sp","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Terebridae","Terebrinae","","Terebra","","","",0,,0
83950.00,488.00,"Terebra hemphilli","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Terebridae","Terebrinae","","Terebra","","hemphilli","Vanatta 1924",0,,0
84000.00,489.00,"Terebra pedroana","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Conoidea","Terebridae","Terebrinae","","Terebra","","pedroana","Dall 1908",0,,0
85000.00,2910.00,"Cancellaroidea","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Cancellaroidea","","","","","","","",0,,0
85100.00,3184.00,"Cancellariidae","MOLLUSCA","Conchifera","Gastropoda","Orthogastropoda","","Caenogastropoda","Hypsogastropoda","Neogastropoda","","Cancellaroidea","Cancellariidae","","","","","","",0,,0
